id,event_type,latitude,longitude,address,event_cause,requires_road_closure,start_datetime,status,authenticated,description,veh_type,corridor,priority,police_station,gba_identifier,zone,junction
FKID004938,unplanned,12.8784904,77.6102406,"Hulimavu Jurisdiction, Bengaluru, Karnataka, India",pot_holes,FALSE,2024-01-24 21:47:17.129+00,active,yes,pot holes along Non-corridor corridor and under Hulimavu jurisdiction,,Non-corridor,Low,Hulimavu,NULL,NULL,NULL
FKID004939,unplanned,13.1089822,77.30873108,"No Police Station Jurisdiction, Bengaluru, Karnataka, India",construction,FALSE,2023-12-13 06:43:44.196+00,closed,no,dmeo,NULL,Non-corridor,Low,No Police Station,NULL,NULL,NULL
FKID004940,unplanned,12.8784967,77.610241,"Hulimavu Jurisdiction, Bengaluru, Karnataka, India",pot_holes,FALSE,2024-01-24 21:45:50.203+00,active,yes,pot holes along Non-corridor corridor and under Hulimavu jurisdiction,,Non-corridor,Low,Hulimavu,NULL,NULL,NULL
FKID004941,unplanned,13.02603063,77.44957098,"No Police Station Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2023-11-28 01:19:36.286+00,closed,no,vehicle breakdown along Non-corridor corridor and under No Police Station jurisdiction,taxi,Non-corridor,Low,No Police Station,NULL,NULL,NULL
FKID004942,unplanned,13.05680055,77.60272943,"Hebbala Jurisdiction, Bengaluru, Karnataka, India",construction,FALSE,2023-11-28 01:18:15.85+00,closed,yes,construction along Non-corridor corridor and under Hebbala jurisdiction,NULL,Non-corridor,Low,Hebbala,Bengaluru North Corporation,North Zone 1,NULL
FKID004943,unplanned,12.9854788,77.5248865,"Magadi Road, Kamakshipalya Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2023-12-13 06:28:52.237+00,closed,yes,vehicle breakdown along Magadi Road corridor and under Kamakshipalya jurisdiction,lcv,Magadi Road,High,Kamakshipalya,Bengaluru West Corporation,West Zone 1,NULL
FKID004944,unplanned,13.0523625,77.4868568,"No Police Station Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2023-12-13 05:59:34.852+00,closed,yes,person wheel axel cut,truck,Non-corridor,Low,No Police Station,NULL,NULL,NULL
FKID004945,unplanned,12.97163203,77.51287458,"Tumkur Road, Yeshwanthpura Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2023-12-13 06:19:25.02+00,closed,yes,vehicle breakdown along Tumkur Road corridor and under Yeshwanthpura jurisdiction,heavy_vehicle,Tumkur Road,High,Yeshwanthpura,,,NULL
FKID004946,unplanned,13.196185,77.6535117,"Chikkajala Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-13 00:36:22.437+00,closed,yes,vehicle traffic hgv person,heavy_vehicle,Non-corridor,Low,Chikkajala,NULL,NULL,NULL
FKID004947,planned,13.0395979,77.6418066,"Airport New South Road, Hennuru Jurisdiction, Bengaluru, Karnataka, India",construction,TRUE,2023-12-13 05:10:39.582+00,closed,yes,location work progress to digging road for the pipeline work near location towards location from horamavu agara,,Airport New South Road,High,Hennuru,Bengaluru East Corporation,East Zone 2,NULL
FKID004948,unplanned,13.0494403,77.5929474,"Bellary Road 1, Hebbala Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-25 01:16:57.578+00,closed,yes,kempapura towards airport service road,heavy_vehicle,Bellary Road 1,High,Hebbala,NULL,NULL,NULL
FKID004949,unplanned,12.899533,77.7122526,"Whitefield Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2023-12-13 20:24:34.015+00,closed,yes,school bus breakdown near wipro opp towards kodatigate,private_bus,Non-corridor,Low,Whitefield,NULL,NULL,NULL
FKID004950,unplanned,13.0493266,77.5550847,"Jalahalli Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2023-12-13 20:38:39.856+00,closed,yes,vehicle break down,bmtc_bus,Non-corridor,Low,Jalahalli,Bengaluru North Corporation,North Zone 1,NULL
FKID004951,unplanned,13.1292374,77.6148783,"Bellary Road 2, Yelahanka Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2023-12-13 20:28:16.441+00,closed,yes,vehicle breakdown along Bellary Road 2 corridor and under Yelahanka jurisdiction,heavy_vehicle,Bellary Road 2,High,Yelahanka,Bengaluru North Corporation,North Zone 2,NULL
FKID004952,unplanned,12.8469493,77.672515,"ORR East 1, HAL Old Airport Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-13 05:09:11.633+00,resolved,yes,bus car breakdown road junction person,bmtc_bus,ORR East 1,High,HAL Old Airport,NULL,NULL,NULL
FKID004953,unplanned,12.9200494,77.6441159,"ORR East 1, HSR Layout Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2023-12-13 18:53:13.098+00,closed,yes,19 main towards dipo vehicle breakdown problem for traffic,heavy_vehicle,ORR East 1,High,HSR Layout,Bengaluru South Corporation,South Zone 2,NULL
FKID004954,unplanned,12.9024645,77.705852,"Bellandur Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2023-12-13 20:53:27.96+00,closed,yes,traffic slove,private_car,Non-corridor,Low,Bellandur,NULL,NULL,NULL
FKID004955,unplanned,13.0201283,77.7097983,"K.R. Pura Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2023-12-13 21:14:06.801+00,closed,yes,person towards medahalli traffic problem,heavy_vehicle,Non-corridor,Low,K.R. Pura,Bengaluru East Corporation,East Zone 2,NULL
FKID004956,planned,12.9695233,77.7005979,"ORR East 2, HAL Old Airport Jurisdiction, Bengaluru, Karnataka, India",construction,FALSE,2023-12-13 20:57:24.995+00,closed,yes,location towards marathahalli and karthiknagara towards mahadevapura traffic movement will be slow due to metro station pillar work,,ORR East 2,High,HAL Old Airport,Bengaluru East Corporation,East Zone 1,NULL
FKID004957,unplanned,12.9966546,77.6644435,"ORR North 1, Banaswadi Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2023-12-13 18:56:40.3+00,closed,yes,incident vehicle axeal cut,heavy_vehicle,ORR North 1,High,Banaswadi,Bengaluru East Corporation,East Zone 2,NULL
FKID004958,unplanned,12.9661629,77.5049344,"Jnanabharathi Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2023-12-13 21:33:43.251+00,closed,yes,bmtc bus off road near deepa complex due to gear problem depot 12 kengeri depot road closure not required,bmtc_bus,Non-corridor,Low,Jnanabharathi,Bengaluru West Corporation,West Zone 1,NULL
FKID004959,unplanned,12.9435175,77.6979694,"ORR East 1, HAL Old Airport Jurisdiction, Bengaluru, Karnataka, India",water_logging,FALSE,2023-12-13 21:52:16.21+00,closed,no,location water wall be leaked waterflow onroad thats why traffic slow moving towards kadubeesanahalli,,ORR East 1,High,HAL Old Airport,Bengaluru East Corporation,East Zone 1,NULL
FKID004960,unplanned,13.0438708,77.5839711,"ORR North 2, Kodigehalli Jurisdiction, Bengaluru, Karnataka, India",water_logging,FALSE,2024-01-25 04:53:45.451+00,closed,yes,water logging along ORR North 2 corridor and under Kodigehalli jurisdiction,,ORR North 2,High,Kodigehalli,NULL,NULL,NULL
FKID004961,unplanned,12.9904154,77.5042127,"Magadi Road, Kamakshipalya Jurisdiction, Bengaluru, Karnataka, India",congestion,FALSE,2024-01-25 02:18:02.449+00,closed,no,due to festival purchase heavy crowd in magadi main road sunkadakatte,,Magadi Road,High,Kamakshipalya,NULL,NULL,NULL
FKID004962,unplanned,13.016185,77.7093227,"K.R. Pura Jurisdiction, Bengaluru, Karnataka, India",road_conditions,FALSE,2024-01-25 04:39:41.801+00,active,yes,heavy traffic jam this road,,Non-corridor,Low,K.R. Pura,NULL,NULL,NULL
FKID004963,unplanned,12.9670817,77.5050333,"Jnanabharathi Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2023-12-14 00:01:06.508+00,closed,no,traffic problem,bmtc_bus,Non-corridor,Low,Jnanabharathi,Bengaluru West Corporation,West Zone 1,NULL
FKID004964,unplanned,12.9967664,77.5847577,"Bellary Road 1, High ground Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-25 05:17:44.716+00,closed,yes,bda down ramp towards b02 junction,others,Bellary Road 1,High,High ground,NULL,NULL,NULL
FKID004965,unplanned,13.0434933,77.590776,"Bellary Road 1, Kodigehalli Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2023-12-14 00:04:09.688+00,closed,yes,due to diesel problem,heavy_vehicle,Bellary Road 1,High,Kodigehalli,Bengaluru North Corporation,North Zone 1,HebbalFlyoverJunc
FKID004966,unplanned,12.99878344,77.58419928,"Bellary Road 1, Sadashivanagar Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-13 05:45:54.333+00,closed,yes,vehicle breakdown along Bellary Road 1 corridor and under Sadashivanagar jurisdiction,taxi,Bellary Road 1,High,Sadashivanagar,Bengaluru Central Corporation,Central Zone 2,NULL
FKID004967,unplanned,13.0562813,77.6115332,"Hebbala Jurisdiction, Bengaluru, Karnataka, India",pot_holes,FALSE,2024-01-25 05:51:44.909+00,closed,yes,traffic slow moving,,Non-corridor,Low,Hebbala,NULL,NULL,NULL
FKID004968,unplanned,12.9053195,77.6096809,"Mico Layout Jurisdiction, Bengaluru, Karnataka, India",construction,FALSE,2024-01-25 05:31:10.751+00,closed,yes,footpath is under construction traffic is moving slow person to person on 29th main road,,Non-corridor,Low,Mico Layout,NULL,NULL,NULL
FKID004969,unplanned,13.0978923,77.5670813,"Yelahanka Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2023-12-14 02:29:31.606+00,closed,yes,lgv off road near attur bus stop towards location dhabha vehicle movement is normal,lcv,Non-corridor,Low,Yelahanka,Bengaluru North Corporation,North Zone 2,NULL
FKID004970,unplanned,13.0895998,77.3908201,"Sadashivanagar Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-13 06:23:31.54+00,resolved,no,bmtc off road near sadashivnagar ps junction signal stock 15 towerds sadashivnagar ps junction signal person idhe,bmtc_bus,Non-corridor,Low,Sadashivanagar,NULL,NULL,NULL
FKID004971,unplanned,12.8952517,77.5550817,"K.S. Layout Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-13 06:34:42.646+00,closed,yes,vehicle breakdown along Non-corridor corridor and under K.S. Layout jurisdiction,lcv,Non-corridor,Low,K.S. Layout,Bengaluru South Corporation,South Zone 1,NULL
FKID004972,unplanned,13.0334622,77.588753,"Bellary Road 1, Hebbala Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-13 07:10:59.777+00,closed,yes,wheel puncture,bmtc_bus,Bellary Road 1,High,Hebbala,Bengaluru North Corporation,North Zone 2,NULL
FKID004973,unplanned,13.0122936,77.6988829,"K.R. Pura Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-13 08:17:15.128+00,closed,yes,vehicle break down,lcv,Non-corridor,Low,K.R. Pura,Bengaluru East Corporation,East Zone 2,NULL
FKID004974,unplanned,12.9164058,77.6046741,"Mico Layout Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2023-12-14 06:28:40.166+00,closed,yes,btm 7th main jn to jayadeva jn,private_bus,Non-corridor,Low,Mico Layout,Bengaluru South Corporation,South Zone 2,NULL
FKID004975,unplanned,12.8995983,77.6335883,"Hosur Road, HSR Layout Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-13 09:16:09.353+00,closed,yes,location electronic city fly over towards city near location station echear vehicle two tyre blast vehicle not moveing one side traffic slow moving towards city,lcv,Hosur Road,High,HSR Layout,Bengaluru South Corporation,South Zone 2,NULL
FKID004976,unplanned,13.020295,77.7096082,"K.R. Pura Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2023-12-14 06:36:15.631+00,closed,yes,breakdown traffic junction,heavy_vehicle,Non-corridor,Low,K.R. Pura,Bengaluru East Corporation,East Zone 2,NULL
FKID004977,unplanned,13.04465,77.5830273,"ORR North 2, Kodigehalli Jurisdiction, Bengaluru, Karnataka, India",congestion,FALSE,2024-01-25 04:33:54.477+00,closed,no,bwssb work at location hebbal circle to bhadrappa layout,,ORR North 2,High,Kodigehalli,NULL,NULL,NULL
FKID004978,unplanned,12.8416294,77.6448425,"Electronic City Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2023-12-14 06:55:30.342+00,closed,yes,slow movement,bmtc_bus,Non-corridor,Low,Electronic City,NULL,NULL,NULL
FKID004979,unplanned,12.99031,77.5039553,"Magadi Road, Kamakshipalya Jurisdiction, Bengaluru, Karnataka, India",congestion,FALSE,2024-01-25 04:35:08.689+00,closed,no,car traffic slow,,Magadi Road,High,Kamakshipalya,NULL,NULL,NULL
FKID004980,unplanned,13.0484543,77.5545978,"Jalahalli Jurisdiction, Bengaluru, Karnataka, India",congestion,FALSE,2023-12-14 05:25:32.329+00,closed,no,road work,,Non-corridor,Low,Jalahalli,Bengaluru North Corporation,North Zone 1,NULL
FKID004981,unplanned,12.9349694,77.6909504,"ORR East 1, HAL Old Airport Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2023-12-14 05:23:17.897+00,closed,yes,bus car,bmtc_bus,ORR East 1,High,HAL Old Airport,Bengaluru East Corporation,East Zone 1,NULL
FKID004982,unplanned,13.1661967,77.713815,"Chikkajala Jurisdiction, Bengaluru, Karnataka, India",accident,FALSE,2023-12-14 08:12:38.914+00,closed,yes,vehicle traffic accident person person,,Non-corridor,Low,Chikkajala,NULL,NULL,NULL
FKID004983,unplanned,13.0133386,77.6998768,"K.R. Pura Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-25 06:22:22.555+00,closed,yes,off road due to air break lock at govt clg signal towards city,bmtc_bus,Non-corridor,Low,K.R. Pura,NULL,NULL,NULL
FKID004984,unplanned,12.9564114,77.7456022,"Varthur Road, Whitefield Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2023-12-14 15:01:50.811+00,closed,yes,heavy vehicle off road at location towards person college traffic movement normal,heavy_vehicle,Varthur Road,High,Whitefield,Bengaluru East Corporation,East Zone 1,NULL
FKID004985,planned,13.0245468,77.6196009,"K.G. Halli Jurisdiction, Bengaluru, Karnataka, India",construction,FALSE,2023-12-14 18:33:17.372+00,closed,yes,bwssb near cma grand,,Non-corridor,Low,K.G. Halli,Bengaluru North Corporation,North Zone 1,NULL
FKID004986,unplanned,12.9952341,77.6663541,"ORR North 1, Mahadevapura Jurisdiction, Bengaluru, Karnataka, India",water_logging,FALSE,2024-01-25 07:21:14.866+00,closed,yes,rain water,,ORR North 1,High,Mahadevapura,NULL,NULL,NULL
FKID004987,unplanned,12.9423082,77.5481102,"Banashankari Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-25 06:25:23.261+00,closed,yes,traffic moving slow,others,Non-corridor,Low,Banashankari,NULL,NULL,NULL
FKID004988,unplanned,12.8408367,77.6500067,"Electronic City Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-25 07:25:11.388+00,closed,yes,vehicle breakdown along Non-corridor corridor and under Electronic City jurisdiction,bmtc_bus,Non-corridor,Low,Electronic City,NULL,NULL,NULL
FKID004989,unplanned,12.9623326,77.6294487,"Halasur Jurisdiction, Bengaluru, Karnataka, India",water_logging,FALSE,2024-01-25 07:22:43.211+00,closed,yes,water logging along Non-corridor corridor and under Halasur jurisdiction,,Non-corridor,Low,Halasur,NULL,NULL,NULL
FKID004990,unplanned,12.9063214,77.698384,"Bellandur Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-25 05:23:59.098+00,closed,yes,vehicle breakdown along Non-corridor corridor and under Bellandur jurisdiction,bmtc_bus,Non-corridor,Low,Bellandur,NULL,NULL,NULL
FKID004991,unplanned,13.0624717,77.5733483,"Kodigehalli Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-25 07:56:16.243+00,closed,yes,starting problem railway underpass thindlu main road,private_car,Non-corridor,Low,Kodigehalli,NULL,NULL,NULL
FKID004992,unplanned,13.0563502,77.475345,"No Police Station Jurisdiction, Bengaluru, Karnataka, India",accident,FALSE,2024-01-25 07:57:05.666+00,closed,yes,road accident,,Non-corridor,Low,No Police Station,NULL,NULL,NULL
FKID004993,unplanned,13.0526619,77.5932885,"Bellary Road 1, Kodigehalli Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-25 06:11:27.257+00,closed,yes,kodigehalli downramp towards city school bus offroad starting problem traffic problem,others,Bellary Road 1,High,Kodigehalli,NULL,NULL,NULL
FKID004994,unplanned,13.041426,77.5457729,"ORR North 2, Jalahalli Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-13 19:21:03.481+00,closed,no,vehicle breakdown along ORR North 2 corridor and under Jalahalli jurisdiction,heavy_vehicle,ORR North 2,High,Jalahalli,Bengaluru North Corporation,North Zone 2,NULL
FKID004995,unplanned,12.86905184,77.53652279,"Thalagattapura Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-25 06:09:55.017+00,closed,yes,vehicle breakdown along Non-corridor corridor and under Thalagattapura jurisdiction,bmtc_bus,Non-corridor,Low,Thalagattapura,NULL,NULL,NULL
FKID004996,planned,12.9895377,77.6638443,"Banaswadi Jurisdiction, Bengaluru, Karnataka, India",construction,TRUE,2023-12-14 20:12:07.22+00,closed,yes,bwssb work,,Non-corridor,Low,Banaswadi,Bengaluru Central Corporation,Central Zone 1,NULL
FKID004997,unplanned,13.0563067,77.475215,"No Police Station Jurisdiction, Bengaluru, Karnataka, India",accident,FALSE,2024-01-25 07:02:58.282+00,closed,yes,accident along Non-corridor corridor and under No Police Station jurisdiction,,Non-corridor,Low,No Police Station,NULL,NULL,NULL
FKID004998,unplanned,13.0062112,77.5837405,"Bellary Road 1, Sadashivanagar Jurisdiction, Bengaluru, Karnataka, India",pot_holes,FALSE,2023-12-14 20:53:27.173+00,closed,yes,pot holes along Bellary Road 1 corridor and under Sadashivanagar jurisdiction,,Bellary Road 1,High,Sadashivanagar,Bengaluru West Corporation,West Zone 2,NULL
FKID004999,unplanned,13.0035148,77.5298216,"Rajajinagar Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-13 20:06:18.722+00,closed,yes,vehicle breakdown along Non-corridor corridor and under Rajajinagar jurisdiction,lcv,Non-corridor,Low,Rajajinagar,Bengaluru West Corporation,West Zone 1,NULL
FKID005000,unplanned,12.9630559,77.5124532,"Jnanabharathi Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-13 21:09:42.557+00,closed,no,vehicle,taxi,Non-corridor,Low,Jnanabharathi,Bengaluru West Corporation,West Zone 1,NULL
FKID005001,unplanned,13.0529083,77.646015,"Hennuru Jurisdiction, Bengaluru, Karnataka, India",construction,FALSE,2023-12-14 20:55:31.161+00,closed,yes,white tapping,,Non-corridor,Low,Hennuru,Bengaluru East Corporation,East Zone 2,NULL
FKID005002,unplanned,13.0495214,77.4953173,"Chikkabanavara Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2023-12-14 21:18:35.635+00,closed,yes,person opposite towards city main trac private bus off road due to engine problem traffic normal moving,private_bus,Non-corridor,Low,Chikkabanavara,Bengaluru West Corporation,West Zone 1,NULL
FKID005003,unplanned,12.8662934,77.5918795,"Bannerghata Road, Hulimavu Jurisdiction, Bengaluru, Karnataka, India",road_conditions,FALSE,2023-12-15 00:22:27.427+00,active,yes,road conditions along Bannerghata Road corridor and under Hulimavu jurisdiction,,Bannerghata Road,High,Hulimavu,Bengaluru South Corporation,South Zone 1,NULL
FKID005004,planned,12.90769949,77.65681744,"Bellandur Jurisdiction, Bengaluru, Karnataka, India",construction,FALSE,2023-12-15 00:24:23.706+00,closed,yes,construction along Non-corridor corridor and under Bellandur jurisdiction,NULL,Non-corridor,Low,Bellandur,Bengaluru South Corporation,South Zone 2,NULL
FKID005005,unplanned,12.9200419,77.6558733,"ORR East 1, Bellandur Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,TRUE,2023-12-15 02:03:01.096+00,closed,yes,tees,bmtc_bus,ORR East 1,High,Bellandur,Bengaluru Central Corporation,Central Zone 1,NULL
FKID005006,unplanned,13.0693866,77.5858041,"Kodigehalli Jurisdiction, Bengaluru, Karnataka, India",water_logging,FALSE,2024-01-25 08:48:01.854+00,active,yes,water logging in railway underpass near mall of location back gate towards sahakar location,,Non-corridor,Low,Kodigehalli,NULL,NULL,NULL
FKID005007,unplanned,12.9938317,77.5849467,"Bellary Road 1, High ground Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-25 08:58:51.471+00,closed,yes,starting problem,heavy_vehicle,Bellary Road 1,High,High ground,NULL,NULL,NULL
FKID005008,unplanned,13.0842575,77.5519225,"Yelahanka Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-25 08:46:37.881+00,closed,yes,bmtc bus upload wheel jam,bmtc_bus,Non-corridor,Low,Yelahanka,NULL,NULL,NULL
FKID005009,unplanned,13.0273277,77.5856223,"Bellary Road 1, Kodigehalli Jurisdiction, Bengaluru, Karnataka, India",water_logging,FALSE,2024-01-25 09:26:48.209+00,active,yes,location road location towards hebbal on flyover watar logging slow moving traffic,,Bellary Road 1,High,Kodigehalli,NULL,NULL,NULL
FKID005010,unplanned,13.1094919,77.5802425,"Yelahanka Jurisdiction, Bengaluru, Karnataka, India",water_logging,FALSE,2024-01-25 09:31:28.216+00,closed,yes,traffic slow road,,Non-corridor,Low,Yelahanka,NULL,NULL,NULL
FKID005011,unplanned,13.0132709,77.6484194,"Banaswadi Jurisdiction, Bengaluru, Karnataka, India",tree_fall,TRUE,2024-01-25 10:14:44.434+00,closed,yes,tree fallen,,Non-corridor,Low,Banaswadi,NULL,NULL,NULL
FKID005012,unplanned,12.9573052,77.7452897,"Varthur Road, Whitefield Jurisdiction, Bengaluru, Karnataka, India",road_conditions,FALSE,2023-12-28 18:39:42.742+00,closed,yes,man hole opened in center road near location opp to sigma mall traffic movement normal,,Varthur Road,High,Whitefield,Bengaluru East Corporation,East Zone 1,NULL
FKID005013,unplanned,13.0467801,77.5011956,"Peenya Jurisdiction, Bengaluru, Karnataka, India",water_logging,FALSE,2024-01-25 10:32:18.417+00,closed,yes,water logging opposite location appartment towards outgoing side vehicle slow moving,,Non-corridor,Low,Peenya,NULL,NULL,NULL
FKID005014,unplanned,12.9606384,77.7476032,"Whitefield Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-25 11:07:50.788+00,closed,yes,vehicle off road near location traffic movement very slow,lcv,Non-corridor,Low,Whitefield,NULL,NULL,NULL
FKID005015,unplanned,13.0117111,77.7003731,"K.R. Pura Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2023-12-15 00:43:49.138+00,closed,yes,person,ksrtc_bus,Non-corridor,Low,K.R. Pura,Bengaluru East Corporation,East Zone 2,NULL
FKID005016,unplanned,12.9566301,77.7444294,"Varthur Road, Whitefield Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-25 10:34:07.693+00,closed,yes,vehicle off road at location towards ramagondanahalli traffic slow moving,heavy_vehicle,Varthur Road,High,Whitefield,NULL,NULL,NULL
FKID005017,unplanned,13.08647,77.594875,"Bellary Road 2, Yelahanka Jurisdiction, Bengaluru, Karnataka, India",accident,FALSE,2024-01-25 15:51:17.164+00,closed,no,this vehicle accident at near byass on flyover location,,Bellary Road 2,High,Yelahanka,NULL,NULL,NULL
FKID005018,unplanned,13.10963,77.6035517,"Bellary Road 2, Yelahanka Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2023-12-15 04:36:41.347+00,closed,yes,location on flyover to wards airport cab break down traffic normal movement,taxi,Bellary Road 2,High,Yelahanka,Bengaluru North Corporation,North Zone 2,NULL
FKID005019,unplanned,13.0468693,77.5024237,"Peenya Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-25 21:05:52.153+00,closed,yes,towards location,private_car,Non-corridor,Low,Peenya,NULL,NULL,NULL
FKID005020,unplanned,13.035723,77.6284171,"ORR North 1, Hennuru Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-13 23:28:05.917+00,closed,yes,traffic problem vehicle side person,others,ORR North 1,High,Hennuru,Bengaluru North Corporation,North Zone 1,NULL
FKID005021,unplanned,13.0445812,77.6434918,"Hennuru Jurisdiction, Bengaluru, Karnataka, India",construction,FALSE,2023-12-15 05:45:34.992+00,closed,yes,vehicle work traffic slow person,,Non-corridor,Low,Hennuru,Bengaluru East Corporation,East Zone 2,NULL
FKID005022,unplanned,12.878816,77.6470202,"Hosur Road, Electronic City Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-25 20:08:28.077+00,closed,yes,private bus off road on flyover near location station towards silkbord to hosuru,private_bus,Hosur Road,High,Electronic City,NULL,NULL,NULL
FKID005023,unplanned,13.1155017,77.6073017,"Bellary Road 2, Yelahanka Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-13 20:42:04.191+00,closed,yes,palahalli gate on flyover to wards airport hgv vehicle starting problem traffic normal movement,heavy_vehicle,Bellary Road 2,High,Yelahanka,Bengaluru North Corporation,North Zone 2,NULL
FKID005024,unplanned,13.0424133,77.5492224,"ORR North 2, Jalahalli Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2023-12-15 03:56:39.73+00,closed,yes,vehicle breakdown along ORR North 2 corridor and under Jalahalli jurisdiction,lcv,ORR North 2,High,Jalahalli,Bengaluru North Corporation,North Zone 2,NULL
FKID005025,unplanned,12.997415,77.6640825,"ORR North 1, Banaswadi Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2023-12-15 07:14:23.302+00,closed,yes,vehicle breakdown along ORR North 1 corridor and under Banaswadi jurisdiction,lcv,ORR North 1,High,Banaswadi,Bengaluru East Corporation,East Zone 2,NULL
FKID005026,unplanned,13.0606335,77.4616149,"No Police Station Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-25 20:41:43.316+00,closed,yes,vehicle breakdown vaccum down,truck,Non-corridor,Low,No Police Station,NULL,NULL,NULL
FKID005027,unplanned,13.1312897,77.615127,"Bellary Road 2, Yelahanka Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-14 01:21:18.478+00,closed,yes,iaf on flyover to wards airport bbmp person tyre bust traffic slow movement ede,heavy_vehicle,Bellary Road 2,High,Yelahanka,NULL,NULL,NULL
FKID005028,unplanned,13.0356786,77.6283334,"ORR North 1, Hennuru Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-13 23:25:47.261+00,closed,yes,traffic problem,others,ORR North 1,High,Hennuru,Bengaluru North Corporation,North Zone 1,NULL
FKID005029,unplanned,13.0034717,77.5838414,"Bellary Road 1, Sadashivanagar Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-01-26 03:28:50.815+00,closed,yes,bbmp vehicle starting problem,heavy_vehicle,Bellary Road 1,High,Sadashivanagar,NULL,NULL,NULL
